NAMESPACE     LAST SEEN   TYPE      REASON                           OBJECT                             MESSAGE
kube-system   41m         Normal    LeaderElection                   lease/kube-scheduler               c3_86f8e97f-dcfa-42db-97e2-8f5c35c918c5 became leader
kube-system   41m         Normal    LeaderElection                   lease/kube-controller-manager      c1_5517f458-422a-4a74-a823-48ffdb013275 became leader
default       41m         Normal    RegisteredNode                   node/c2                            Node c2 event: Registered Node c2 in Controller
default       41m         Normal    RegisteredNode                   node/e2                            Node e2 event: Registered Node e2 in Controller
default       41m         Normal    RegisteredNode                   node/e1                            Node e1 event: Registered Node e1 in Controller
default       41m         Normal    RegisteredNode                   node/c3                            Node c3 event: Registered Node c3 in Controller
default       41m         Normal    RegisteredNode                   node/c1                            Node c1 event: Registered Node c1 in Controller
default       16m         Normal    NodeNotReady                     node/c2                            Node c2 status is now: NodeNotReady
kube-system   16m         Warning   NodeNotReady                     pod/svclb-traefik-7ab09d61-8zxqj   Node is not ready
kube-system   16m         Normal    UpdatedLoadBalancer              service/traefik                    Updated LoadBalancer with new IPs: [10.10.10.133 10.10.10.134 10.10.10.135] -> [10.10.10.133 10.10.10.135]
kubeedge      16m         Warning   NodeNotReady                     pod/cloud-iptables-manager-mnh8d   Node is not ready
kubeedge      40m         Warning   NodeNotReady                     pod/cloudcore-589789b9fc-vrgqq     Node is not ready
kubeedge      35m         Normal    SuccessfulCreate                 replicaset/cloudcore-589789b9fc    Created pod: cloudcore-589789b9fc-rtjcz
kubeedge      35m         Normal    TaintManagerEviction             pod/cloudcore-589789b9fc-vrgqq     Marking for deletion Pod kubeedge/cloudcore-589789b9fc-vrgqq
kubeedge      35m         Warning   FailedScheduling                 pod/cloudcore-589789b9fc-rtjcz     0/5 nodes are available: 1 node(s) had untolerated taint(s), 2 node(s) didn't have free ports for the requested pod ports, 2 node(s) didn't match Pod's node affinity/selector. no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
kubeedge      24m         Warning   FailedScheduling                 pod/cloudcore-589789b9fc-rtjcz     0/5 nodes are available: 1 node(s) had untolerated taint(s), 2 node(s) didn't have free ports for the requested pod ports, 2 node(s) didn't match Pod's node affinity/selector. no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
default       24m         Normal    CertificateExpirationOK          node/c2                            Node and Certificate Authority certificates managed by k3s are OK
default       24m         Normal    NodeReady                        node/c2                            Node c2 status is now: NodeReady
default       24m         Warning   Rebooted                         node/c2                            Node c2 has been rebooted, boot id: 0e4a27bc-8616-497a-865e-86ff903378a5
default       24m         Normal    NodeAllocatableEnforced          node/c2                            Updated Node Allocatable limit across pods
default       24m         Normal    Starting                         node/c2                            
default       24m         Normal    NodeHasSufficientPID             node/c2                            Node c2 status is now: NodeHasSufficientPID
default       24m         Normal    NodeHasNoDiskPressure            node/c2                            Node c2 status is now: NodeHasNoDiskPressure
default       24m         Normal    NodeHasSufficientMemory          node/c2                            Node c2 status is now: NodeHasSufficientMemory
default       24m         Normal    Starting                         node/c2                            Starting kubelet.
kubeedge      24m         Normal    Pulled                           pod/cloud-iptables-manager-mnh8d   Container image "kubeedge/iptables-manager:v1.21.0" already present on machine and can be accessed by the pod
kube-system   24m         Normal    AppliedManifest                  addon/metrics-server-deployment    Applied manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/metrics-server-deployment.yaml"
kubeedge      24m         Normal    Started                          pod/cloudcore-589789b9fc-rtjcz     Container started
kubeedge      24m         Normal    Created                          pod/cloudcore-589789b9fc-rtjcz     Container created
kube-system   24m         Normal    ApplyingManifest                 addon/auth-delegator               Applying manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/auth-delegator.yaml"
kube-system   24m         Normal    AppliedManifest                  addon/auth-delegator               Applied manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/auth-delegator.yaml"
kubeedge      24m         Normal    Pulled                           pod/cloudcore-589789b9fc-rtjcz     Container image "kubeedge/cloudcore:v1.21.0" already present on machine and can be accessed by the pod
kubeedge      24m         Normal    Scheduled                        pod/cloudcore-589789b9fc-rtjcz     Successfully assigned kubeedge/cloudcore-589789b9fc-rtjcz to c2
kube-system   24m         Normal    ApplyingManifest                 addon/auth-reader                  Applying manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/auth-reader.yaml"
kube-system   24m         Normal    AppliedManifest                  addon/auth-reader                  Applied manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/auth-reader.yaml"
kubeedge      24m         Normal    Started                          pod/cloud-iptables-manager-mnh8d   Container started
kubeedge      24m         Normal    Created                          pod/cloud-iptables-manager-mnh8d   Container created
kube-system   24m         Normal    ApplyingManifest                 addon/ccm                          Applying manifest at "/var/lib/rancher/k3s/server/manifests/ccm.yaml"
kube-system   24m         Normal    AppliedManifest                  addon/ccm                          Applied manifest at "/var/lib/rancher/k3s/server/manifests/ccm.yaml"
kubeedge      24m         Normal    SandboxChanged                   pod/cloud-iptables-manager-mnh8d   Pod sandbox changed, it will be killed and re-created.
